$created,$email,$first_name,$last_name,Abandon Cart Count,Account Created Count,Gender,Registration Date,$city,$region,Last Event,Last Purchase,Last Search,Last Share
2020-03-10T17:47:49,Gerald.Mendoza@aolx.com,Gerald,Mendoza,,1.0,Male,2020-03-19T14:16:20,Walsall,Walsall,Search Results,2020-03-11T00:56:03,2020-03-31T23:00:55,2020-03-29T15:51:48
2020-03-07T13:03:59,Eric.Washington@outlookx.com,Eric,Washington,3.0,6.0,Male,2020-03-07T11:08:30,Nizhnevartovsk,Khanty-Mansia,Review Payment,2020-03-19T19:24:00,2020-03-13T22:09:19,2020-03-31T23:05:31
2020-03-09T10:36:54,Wayne.Johnston@aolx.com,Wayne,Johnston,3.0,,,,,,Review Payment,2020-03-29T20:52:01,2020-03-31T23:51:59,2020-03-31T23:31:39
2020-03-11T23:35:36,Dorothy.Gomez@hotmailx.com,Dorothy,Gomez,3.0,7.0,Male,2020-03-12T21:36:45,,,Account Created,2020-03-16T11:29:11,2020-03-31T22:49:53,2020-03-13T11:26:37
2020-03-14T04:52:25,Ruby.Powell@outlookx.com,Ruby,Powell,4.0,4.0,Male,2020-03-13T11:25:00,Jiaozuo,Henan,Abandon Cart,2020-03-17T23:42:38,,2020-03-31T13:52:39
2020-03-05T00:09:30,Nathan.Cox@gmailx.com,Melodee,Fairbourn,3.0,4.0,Male,2020-03-19T15:26:43,Auckland,Auckland,Item Detail Page,2020-03-24T23:45:01,2020-03-31T22:34:52,2020-03-31T22:38:24
2020-03-15T00:34:53,Alexander.Vasquez@outlookx.com,Alexander,Vasquez,,,,,,,Search,,,
2020-03-10T22:10:18,Cynthia.Lee@yahoox.com,Cynthia,Lee,2.0,4.0,Female,2020-03-29T17:41:29,,,Landing Page Loaded,2020-03-29T18:21:24,2020-03-29T17:28:48,2020-03-13T11:04:15
2020-03-07T00:40:04,Carolyn.Jacobs@hotmailx.com,Carolyn,Jacobs,1.0,2.0,Female,2020-03-29T12:02:25,Da Lat,Tinh Lam GJong,Item Detail Page,2020-03-19T19:19:00,2020-03-19T18:54:05,2020-03-29T12:18:31
2020-03-15T22:01:14,Judy.Cooper@hotmailx.com,Judy,Cooper,3.0,3.0,Female,2020-03-17T19:54:38,,,Abandon Cart,2020-03-31T17:13:20,2020-03-17T20:08:16,2020-03-31T16:29:56
2020-03-07T18:52:41,Joe.Riley@comcastx.com,Joe,Riley,2.0,3.0,Female,2020-03-19T18:18:36,Christchurch,Canterbury,Abandon Cart,2020-03-31T23:03:57,2020-03-07T09:08:02,2020-03-31T22:40:42
2020-03-10T19:09:54,Helen.Armstrong@aolx.com,Helen,Armstrong,4.0,5.0,Female,2020-03-12T09:38:53,,,Review Payment,2020-03-19T10:42:08,2020-03-31T23:02:16,2020-03-31T22:49:31
2020-03-15T16:31:31,Glenn.Hart@yahoox.com,Glenn,Hart,2.0,2.0,Female,2020-03-17T15:37:56,,,Abandon Cart,2020-03-31T11:51:01,2020-03-31T11:15:35,2020-03-31T11:26:54
2020-03-07T05:42:37,Albert.Kelly@aolx.com,Albert,Kelly,2.0,5.0,Female,2020-03-19T08:40:42,,,Browse,2020-03-29T22:30:26,2020-03-31T14:43:22,2020-03-19T08:31:09
2020-03-12T13:08:27,Wendy.Phillips@yahoox.com,Wendy,Phillips,3.0,4.0,Male,2020-03-12T21:57:46,,,Search,2020-03-17T09:04:06,2020-03-17T08:40:52,2020-03-31T22:42:59
2020-03-14T05:04:12,Dennis.Silva@hotmailx.com,Dennis,Silva,2.0,1.0,Female,2020-03-17T17:19:35,,,Complete Purchase,2020-03-31T23:29:53,2020-03-17T17:32:36,2020-03-31T22:49:21
2020-03-09T01:09:54,Adam.Kim@aolx.com,Adam,Kim,2.0,3.0,Female,2020-03-19T16:09:42,,,Complete Purchase,2020-04-01T00:09:22,2020-03-31T23:27:06,2020-03-13T20:17:30
2020-03-03T19:25:53,Jack.Harrison@comcastx.com,Clem,Langlands,3.0,2.0,Male,2020-03-24T17:37:11,Sarreguemines,Moselle,Abandon Cart,2020-03-31T15:51:16,2020-03-31T15:12:55,2020-03-31T15:22:11
2020-03-15T05:24:21,William.Ross@yahoox.com,William,Ross,2.0,5.0,Female,2020-03-17T18:04:33,,,Review Payment,2020-03-16T10:06:34,2020-03-31T23:50:06,2020-03-16T09:32:24
2020-03-10T09:20:45,Matthew.Wood@yahoox.com,Matthew,Wood,3.0,3.0,Female,2020-03-12T18:56:04,,,Share Item,2020-03-16T18:04:51,2020-03-31T23:59:23,2020-04-01T00:01:07
2020-03-07T18:03:16,Ernest.Price@outlookx.com,Ernest,Price,1.0,1.0,Female,2020-03-12T22:59:34,Littleton,Massachusetts,Abandon Cart,2020-03-19T19:11:16,2020-03-19T18:45:58,2020-03-31T23:13:19
2020-03-15T06:16:06,Teresa.Jenkins@aolx.com,Teresa,Jenkins,1.0,,,,,,Abandon Cart,2020-03-31T18:00:24,2020-03-31T17:42:50,2020-03-31T17:44:38
2020-03-13T08:20:18,Glenn.Baker@aolx.com,Glenn,Baker,,,,,Antony,Hauts-de-Seine,Search,,,
2020-03-06T09:19:47,Martha.Lopez@comcastx.com,Martha,Lopez,2.0,1.0,Male,2020-03-31T20:52:06,Chicago,Illinois,Abandon Cart,2020-03-31T21:32:57,2020-03-31T21:06:35,2020-03-31T21:06:25
2020-03-09T18:06:22,Victoria.Bowman@outlookx.com,Victoria,Bowman,,,,,,,Search,,,
2020-03-06T08:15:34,Rosa.Gomez@outlookx.com,Rosa,Gomez,2.0,3.0,Female,2020-03-29T19:41:29,,,Item Detail Page,2020-03-07T15:48:31,2020-03-31T08:06:29,2020-03-29T19:22:32
2020-03-07T07:13:20,Jacob.Williams@comcastx.com,Jacob,Williams,1.0,2.0,Female,2020-03-07T16:03:59,Qike,Heilongjiang,Landing Page Loaded,2020-03-29T19:18:15,2020-03-31T23:05:50,2020-03-29T18:36:41
2020-03-09T13:15:36,Bonnie.Barnes@aolx.com,Bonnie,Barnes,2.0,2.0,Male,2020-03-13T23:53:40,,,Review Payment,2020-03-29T18:09:11,2020-03-31T09:47:40,2020-03-29T17:43:10
2020-03-03T15:26:42,Harry.Larson@hotmailx.com,Deanna,Deny,3.0,4.0,Female,2020-03-19T15:37:56,,,Share Item,2020-03-29T13:17:31,2020-03-29T12:42:51,2020-03-31T23:49:50
2020-03-12T15:57:43,Rosa.Morrison@outlookx.com,Rosa,Morrison,4.0,5.0,Male,2020-03-13T16:52:43,,,Abandon Cart,2020-03-31T09:55:32,2020-03-31T09:16:33,2020-03-31T09:08:28
2020-03-06T19:30:42,Christopher.Torres@yahoox.com,Christopher,Torres,2.0,3.0,Male,2020-03-29T19:49:12,,,Item Detail Page,2020-03-29T20:29:27,2020-03-29T19:57:26,2020-03-29T20:05:19
2020-03-09T08:29:12,Timothy.Morris@outlookx.com,Timothy,Morris,2.0,3.0,Male,2020-03-12T13:21:06,Natrona Heights,Pennsylvania,Item Detail Page,2020-03-29T16:19:34,,2020-03-31T23:21:20
2020-03-11T16:08:04,Phyllis.Sanchez@hotmailx.com,Phyllis,Sanchez,3.0,6.0,Female,2020-03-12T14:37:45,,,Browse,2020-03-19T15:08:57,2020-03-31T16:16:42,2020-03-29T12:17:05
2020-03-15T01:02:39,Stephanie.Martin@gmailx.com,Stephanie,Martin,3.0,1.0,Female,2020-03-17T08:42:37,,,Abandon Cart,2020-03-31T21:03:31,2020-03-17T08:39:03,2020-03-17T08:44:21
2020-03-04T22:33:49,Scott.Lopez@hotmailx.com,Maria,Larsson,4.0,3.0,Female,2020-03-07T08:56:34,,,Abandon Cart,2020-03-31T10:02:17,2020-03-19T14:28:57,2020-03-31T09:26:56
2020-03-15T18:06:27,Victoria.Wheeler@hotmailx.com,Victoria,Wheeler,3.0,,,,,,Abandon Cart,2020-03-31T21:29:30,2020-03-31T20:55:57,2020-03-31T20:51:19
2020-03-09T17:24:47,Peter.Garza@hotmailx.com,Peter,Garza,4.0,3.0,Female,2020-03-12T08:47:37,Nanchang,Jiangxi,Item Detail Page,2020-03-29T20:59:01,2020-03-29T20:37:58,2020-04-01T00:17:44
2020-03-06T09:13:05,Anne.Watson@aolx.com,Anne,Watson,1.0,,,,Mos,Lugo,Browse,2020-03-29T12:58:32,2020-03-31T23:37:28,2020-03-29T12:26:11
2020-03-10T12:18:27,Jacqueline.Vargas@hotmailx.com,Jacqueline,Vargas,3.0,,,,Baku,Baku City,Review Payment,2020-03-19T19:41:55,2020-03-31T22:57:28,2020-03-19T19:33:17
2020-03-06T21:18:26,Paula.Larson@aolx.com,Paula,Larson,3.0,9.0,Female,2020-03-07T09:59:42,Altagracia,Sucre,Item Detail Page,2020-03-31T22:02:33,2020-03-31T21:43:51,2020-03-29T17:31:52
2020-03-09T12:45:18,Margaret.Larson@hotmailx.com,Margaret,Larson,5.0,4.0,Female,2020-03-19T09:01:53,Chiayi City,Chiayi,Abandon Cart,2020-03-31T21:54:36,2020-03-31T21:30:15,2020-03-13T22:15:17
2020-03-14T08:08:25,Jane.Watson@comcastx.com,Jane,Watson,3.0,6.0,Female,2020-03-13T10:45:20,,,Item Detail Page,2020-03-17T12:40:11,2020-03-17T12:23:16,2020-03-16T21:12:25
2020-03-09T01:09:54,Adam.Kim@aolx.com,Adam,Kim,2.0,3.0,Female,2020-03-19T16:09:42,,,Review Payment,2020-03-29T22:42:24,2020-03-31T23:27:06,2020-03-13T20:17:30
2020-03-06T12:51:38,Barry.Washington@aolx.com,Barry,Washington,3.0,1.0,Female,2020-03-31T21:41:03,Ouargla,Ouargla,Item Detail Page,2020-03-31T22:14:26,2020-03-31T21:33:44,2020-03-29T08:44:12
2020-03-15T21:05:58,Willie.Williams@gmailx.com,Willie,Williams,1.0,3.0,Male,2020-03-17T19:31:40,,,Item Detail Page,2020-03-31T15:06:42,2020-03-31T14:53:34,2020-03-31T14:35:16
2020-03-06T13:18:57,Christopher.Henry@yahoox.com,Christopher,Henry,3.0,3.0,Male,2020-03-24T23:30:04,,,Account Created,2020-03-29T16:27:47,2020-03-31T23:58:08,2020-03-19T14:35:35
2020-03-11T12:06:50,Andrew.Green@comcastx.com,Andrew,Green,5.0,8.0,Female,2020-03-16T15:34:27,,,Account Created,2020-03-29T16:47:31,2020-03-29T16:04:14,2020-03-29T16:21:20
2020-03-15T12:50:32,Walter.Austin@gmailx.com,Walter,Austin,1.0,3.0,Female,2020-03-17T13:24:37,,,Abandon Cart,2020-03-31T14:02:03,2020-03-16T13:11:32,2020-03-16T13:07:08
2020-03-10T18:04:09,Daniel.Davis@hotmailx.com,Daniel,Davis,2.0,4.0,Male,2020-03-16T12:07:28,Gangbuk-gu,Seoul,Landing Page Loaded,2020-03-31T23:21:58,2020-03-31T23:13:49,2020-03-31T23:07:05
2020-03-06T11:11:42,Glenn.Barnes@aolx.com,Glenn,Barnes,2.0,5.0,Male,2020-03-07T17:28:27,Darmstadt,Hesse,Complete Purchase,2020-04-01T00:16:55,2020-03-24T20:20:15,2020-03-31T23:51:35
2020-03-10T08:13:06,Louis.Sims@hotmailx.com,Louis,Sims,3.0,5.0,Female,2020-03-19T15:04:13,Sint-Agatha-Berchem,Brussels Capital,Abandon Cart,2020-03-29T11:18:56,2020-04-01T00:00:30,2020-03-31T23:46:01
2020-03-13T22:52:54,Emily.Gutierrez@comcastx.com,Emily,Gutierrez,2.0,3.0,Male,2020-03-16T10:30:35,Glendale,Arizona,Search,2020-03-13T22:33:26,2020-03-31T23:03:42,2020-03-31T23:22:49
2020-03-15T14:48:24,Emily.Tucker@comcastx.com,Emily,Tucker,2.0,1.0,Male,2020-03-17T20:34:40,Bellingham,Washington,Abandon Cart,2020-03-31T23:41:49,2020-03-17T20:29:44,
2020-03-06T11:11:42,Glenn.Barnes@aolx.com,Glenn,Barnes,2.0,5.0,Male,2020-03-07T17:28:27,Darmstadt,Hesse,Add To Cart,2020-03-29T13:53:14,2020-03-24T20:20:15,2020-03-31T23:51:35
2020-03-10T13:45:34,Ruby.Simmons@hotmailx.com,Ruby,Simmons,6.0,3.0,Male,2020-03-13T20:07:18,Shanghai,Shanghai,Abandon Cart,2020-03-31T09:52:41,2020-03-29T15:01:34,2020-03-29T14:51:30
2020-03-07T04:52:20,Vincent.Alexander@aolx.com,Vincent,Alexander,4.0,3.0,Male,2020-03-07T13:44:08,,,Abandon Cart,2020-03-31T17:58:08,2020-03-31T17:30:24,2020-03-31T17:13:22
2020-03-13T11:17:21,Edna.Elliott@yahoox.com,Edna,Elliott,3.0,5.0,Male,2020-03-13T21:09:39,Beishijiawu,Hebei,Abandon Cart,2020-03-31T10:14:13,2020-03-12T16:53:09,2020-03-31T09:57:37
2020-03-13T01:12:59,Emily.Hawkins@yahoox.com,Emily,Hawkins,3.0,3.0,Male,2020-03-13T18:33:55,,,Review Payment,2020-03-16T18:00:09,2020-03-31T22:34:25,2020-03-17T17:06:15
2020-03-06T22:52:26,Julie.Foster@outlookx.com,Julie,Foster,4.0,5.0,Male,2020-03-12T22:53:55,,,Complete Purchase,2020-03-31T23:28:07,2020-03-19T08:45:44,2020-03-29T09:43:28
2020-03-06T17:01:36,Walter.Parker@hotmailx.com,Walter,Parker,5.0,7.0,Male,2020-03-07T09:29:39,,,Abandon Cart,2020-03-31T11:59:17,2020-03-19T16:57:39,2020-03-31T11:39:37
2020-03-07T01:20:30,Justin.Kelley@aolx.com,Justin,Kelley,1.0,3.0,Female,2020-03-12T18:00:31,,,Search,2020-03-12T18:13:30,2020-03-29T17:06:34,2020-03-31T23:09:51
2020-03-10T15:42:23,Michael.Patterson@gmailx.com,Michael,Patterson,5.0,1.0,Male,2020-03-29T15:38:50,Kako,Hyōgo,Browse,2020-03-29T16:07:58,2020-03-19T11:53:26,2020-03-31T23:34:56
2020-03-09T05:46:20,Margaret.Allen@gmailx.com,Margaret,Allen,4.0,2.0,Female,2020-03-12T12:22:18,,,Item Detail Page,2020-04-01T00:30:36,2020-03-29T20:45:12,2020-04-01T00:04:58
2020-03-09T17:28:37,Manuel.Crawford@hotmailx.com,Manuel,Crawford,3.0,4.0,Male,2020-03-12T15:02:59,,,Account Created,2020-03-30T00:20:31,2020-03-31T22:49:20,2020-03-29T23:53:35
2020-03-10T18:04:09,Daniel.Davis@hotmailx.com,Daniel,Davis,2.0,4.0,Male,2020-03-16T12:07:28,Gangbuk-gu,Seoul,Account Created,2020-03-19T19:58:18,2020-03-31T22:59:58,2020-03-19T19:31:39
2020-03-12T08:48:54,Jean.Moore@aolx.com,Jean,Moore,2.0,6.0,Female,2020-03-12T20:00:05,,,Abandon Cart,2020-03-31T23:47:44,2020-03-31T23:25:17,2020-03-17T17:37:27
2020-03-06T12:28:56,Ruby.Ellis@gmailx.com,Ruby,Ellis,4.0,5.0,Female,2020-03-07T16:34:57,Pendleton,Indiana,Complete Purchase,2020-03-31T23:42:42,2020-03-31T22:58:52,2020-03-29T17:56:56
2020-03-12T19:11:07,Leroy.Davidson@outlookx.com,Leroy,Davidson,3.0,5.0,Female,2020-03-12T19:53:36,,,Share Item,2020-03-16T15:53:34,2020-03-31T22:46:48,2020-03-31T22:54:30
2020-03-10T05:46:05,Rebecca.Fields@comcastx.com,Rebecca,Fields,5.0,4.0,Female,2020-03-19T23:47:37,,,Search,2020-03-29T09:32:10,2020-03-31T21:13:33,2020-03-29T09:02:25
2020-03-09T17:13:38,Shawn.Ford@hotmailx.com,Shawn,Ford,2.0,3.0,Male,2020-03-12T09:10:58,Cairo,Cairo Governorate,Account Created,2020-03-29T08:54:53,,2020-03-31T22:57:48
2020-03-08T14:04:35,Wanda.Washington@outlookx.com,Wanda,Washington,4.0,4.0,Male,2020-03-07T13:01:41,Poznan,Greater Poland,Share Item,2020-03-29T10:35:58,2020-03-29T10:07:02,2020-03-31T23:46:30
2020-03-09T00:43:50,Lawrence.Alexander@hotmailx.com,Lawrence,Alexander,3.0,3.0,Male,2020-03-12T10:46:08,,,Account Created,2020-03-29T19:15:22,2020-03-31T23:59:30,2020-03-31T23:39:13
2020-03-12T09:05:06,Lisa.Davis@outlookx.com,Lisa,Davis,2.0,4.0,Male,2020-03-12T17:58:03,Taipei,Taipei City,Complete Purchase,2020-03-31T19:47:52,2020-03-31T19:28:34,2020-03-13T18:25:52
2020-03-10T17:47:49,Gerald.Mendoza@aolx.com,Gerald,Mendoza,,2.0,Male,2020-03-19T14:16:20,Walsall,Walsall,Account Created,2020-03-11T00:56:03,2020-03-31T23:00:55,2020-03-29T15:51:48
2020-03-15T01:50:12,Rose.Fleming@yahoox.com,Rose,Fleming,2.0,5.0,Female,2020-03-17T00:06:54,Shijak,Durrës District,Item Detail Page,2020-03-17T20:13:38,,2020-03-31T23:25:51
2020-03-10T12:51:50,Nancy.Roberts@aolx.com,Nancy,Roberts,2.0,6.0,Male,2020-03-12T14:35:20,,,Item Detail Page,2020-03-31T23:23:24,2020-03-31T23:15:40,2020-03-12T14:42:53
2020-03-10T17:47:41,Catherine.Harvey@outlookx.com,Catherine,Harvey,2.0,,,,Freising,Bavaria,Search Results,2020-03-29T20:54:47,2020-03-31T22:52:16,2020-03-31T22:37:46
2020-03-13T00:15:08,Sharon.Collins@hotmailx.com,Sharon,Collins,4.0,1.0,Male,2020-03-31T09:52:07,,,Item Detail Page,2020-03-31T10:34:19,2020-03-31T10:09:42,2020-03-17T21:48:43
2020-03-15T01:26:17,Steven.Reed@comcastx.com,Steven,Reed,2.0,1.0,Female,2020-03-17T12:09:47,,,Abandon Cart,2020-03-31T19:05:02,2020-03-31T18:44:31,
2020-03-15T10:33:56,Michelle.Clark@outlookx.com,Michelle,Clark,2.0,2.0,Female,2020-03-17T18:48:02,Holland,Michigan,Complete Purchase,2020-04-01T00:25:49,2020-03-31T23:56:40,2020-03-17T18:34:33
2020-03-06T04:29:35,Jesse.Marshall@hotmailx.com,Jesse,Marshall,3.0,4.0,Female,2020-03-19T10:30:56,,,Account Created,2020-03-29T19:27:55,2020-03-19T10:31:24,2020-03-29T19:15:16
2020-03-10T14:17:35,Anthony.Cruz@gmailx.com,Anthony,Cruz,,1.0,Female,2020-03-31T23:58:33,Jeddah,Makkah Province,Review Payment,,2020-04-01T00:05:02,
2020-03-02T13:17:09,Ruth.Mitchell@aolx.com,Paula,Wilson,4.0,2.0,Male,2020-03-20T21:36:46,Manlius,New York,Item Detail Page,2020-03-24T22:47:49,2020-03-31T23:56:36,2020-03-31T23:48:08
2020-03-03T17:46:51,Deborah.Rodriguez@outlookx.com,Lebbie,Gawkroge,2.0,3.0,Male,2020-03-19T19:08:42,,,Browse,2020-03-24T11:35:00,2020-03-24T11:00:15,2020-03-31T12:12:04
2020-03-10T22:04:20,Michelle.Reyes@gmailx.com,Michelle,Reyes,5.0,6.0,Female,2020-03-16T23:19:01,,,Abandon Cart,2020-03-31T22:58:52,2020-03-31T22:12:38,2020-03-31T22:19:28
2020-03-06T15:26:43,Irene.Graham@aolx.com,Irene,Graham,3.0,2.0,Female,2020-03-24T19:19:09,Jersey Shore,Pennsylvania,Browse,2020-03-29T14:18:12,2020-03-24T19:13:40,2020-03-29T13:55:36
2020-03-10T17:39:41,Alice.Brooks@yahoox.com,Alice,Brooks,4.0,3.0,Female,2020-03-19T16:27:39,Roy,Utah,Share Item,2020-03-19T17:02:44,2020-03-13T11:51:34,2020-03-31T23:28:41
2020-03-11T01:11:48,Jack.Medina@gmailx.com,Jack,Medina,3.0,4.0,Female,2020-03-12T23:34:47,,,Share Item,2020-03-17T12:12:21,2020-03-16T09:06:34,2020-03-31T23:47:55
2020-03-15T09:33:35,Ronald.Howard@aolx.com,Ronald,Howard,2.0,4.0,Male,2020-03-16T14:57:12,,,Add To Cart,2020-03-17T13:15:17,2020-03-31T22:16:17,2020-03-31T22:38:11
2020-03-13T16:42:16,Willie.Washington@aolx.com,Willie,Washington,2.0,2.0,Female,2020-03-17T17:26:20,Kyoto,Kyoto,Account Created,2020-03-17T18:01:50,2020-03-17T17:39:09,2020-03-17T17:47:09
2020-03-07T03:29:18,Ronald.Ward@comcastx.com,Ronald,Ward,4.0,2.0,Female,2020-03-19T08:57:56,,,Abandon Cart,2020-03-31T16:29:52,2020-03-31T15:53:34,2020-03-31T15:46:40
2020-03-06T14:15:53,Paula.Lopez@outlookx.com,Paula,Lopez,2.0,2.0,Female,2020-03-19T14:52:33,São Paulo,Sao Paulo,Abandon Cart,2020-03-24T23:13:22,2020-03-24T22:35:52,2020-03-29T22:20:52
2020-03-12T10:57:17,Herbert.Martinez@gmailx.com,Herbert,Martinez,2.0,2.0,Male,2020-03-12T15:49:23,Chur,Grisons,Search Results,2020-03-16T21:58:17,2020-03-31T23:47:05,2020-03-31T23:52:45
2020-03-14T12:04:26,Sandra.Moreno@yahoox.com,Sandra,Moreno,3.0,2.0,Female,2020-03-14T00:08:21,,,Search Results,2020-03-17T14:21:08,2020-03-31T23:06:25,2020-03-31T23:08:40
2020-03-10T00:36:25,Ashley.Ward@yahoox.com,Ashley,Ward,4.0,4.0,Female,2020-03-12T21:44:08,Hefei,Anhui,Abandon Cart,2020-03-31T21:46:00,2020-03-31T21:24:36,2020-03-19T23:46:22
2020-03-03T11:16:39,Tony.Hawkins@hotmailx.com,Gregorius,Jerromes,3.0,6.0,Female,2020-03-07T14:35:54,,,Item Detail Page,2020-03-31T22:57:19,2020-03-29T19:50:51,2020-03-29T19:19:46
2020-03-07T18:51:08,Rachel.Little@yahoox.com,Rachel,Little,,4.0,Male,2020-03-07T10:15:34,Fullerton,California,Landing Page Loaded,2020-03-19T16:48:27,2020-03-19T16:20:36,2020-03-29T21:21:24
2020-03-15T08:55:59,Diane.Peterson@gmailx.com,Diane,Peterson,2.0,2.0,Female,2020-03-17T12:45:03,,,Abandon Cart,2020-03-16T18:27:46,2020-03-17T12:50:50,2020-03-16T17:44:26
2020-03-07T15:26:36,Shawn.Torres@yahoox.com,Shawn,Torres,3.0,4.0,Female,2020-03-07T18:30:59,Conflans-Sainte-Honorine,Yvelines,Item Detail Page,2020-03-19T09:05:17,2020-03-31T22:45:00,2020-03-31T23:07:27
2020-03-11T22:53:19,Eric.Romero@gmailx.com,Eric,Romero,2.0,4.0,Female,2020-03-12T13:59:57,,,Share Item,2020-03-17T10:00:14,2020-03-17T09:43:03,2020-03-31T23:33:16
2020-03-12T03:48:44,Michelle.Weaver@outlookx.com,Michelle,Weaver,3.0,5.0,Male,2020-03-16T14:44:41,Cebu City,Province of Cebu,Item Detail Page,2020-04-01T00:09:57,2020-03-17T08:45:25,2020-03-31T23:29:22
2020-03-07T20:54:51,Stephen.Lopez@yahoox.com,Stephen,Lopez,2.0,3.0,Female,2020-03-19T15:41:22,,Virginia,Abandon Cart,2020-03-31T20:32:06,2020-03-31T20:04:52,2020-03-31T19:32:25
2020-03-10T09:52:05,Josephine.Matthews@aolx.com,Josephine,Matthews,2.0,6.0,Female,2020-03-13T14:12:50,,,Abandon Cart,2020-03-29T14:48:51,2020-03-31T09:53:32,2020-03-31T09:49:16
2020-03-08T19:01:06,Nathan.Murray@comcastx.com,Nathan,Murray,5.0,3.0,Male,2020-03-12T08:45:06,,,Abandon Cart,2020-03-19T14:07:30,2020-03-19T13:41:33,2020-03-29T17:27:15
2020-03-15T14:48:24,Emily.Tucker@comcastx.com,Emily,Tucker,1.0,1.0,Male,2020-03-17T20:34:40,Bellingham,Washington,Search,2020-03-17T21:08:40,2020-03-17T20:29:44,
2020-03-09T12:23:30,Francis.Vasquez@yahoox.com,Francis,Vasquez,5.0,5.0,Male,2020-03-19T21:56:45,,,Abandon Cart,2020-03-31T15:18:03,,2020-03-31T14:54:45
2020-03-15T10:25:06,Willie.Castillo@comcastx.com,Willie,Castillo,2.0,2.0,Female,2020-03-31T22:46:45,,,Item Detail Page,2020-03-17T14:50:13,2020-03-31T22:50:51,2020-03-31T22:59:08
2020-03-06T12:28:56,Ruby.Ellis@gmailx.com,Ruby,Ellis,3.0,5.0,Female,2020-03-07T16:34:57,Pendleton,Indiana,Item Detail Page,2020-03-31T23:42:42,2020-03-31T22:58:52,2020-03-29T17:56:56
2020-03-09T10:58:03,John.Harrison@comcastx.com,John,Harrison,4.0,4.0,Female,2020-03-13T08:40:55,,,Account Created,2020-03-29T16:15:02,2020-03-29T15:59:00,2020-03-19T20:13:40
2020-03-07T10:24:46,Juan.Sanders@comcastx.com,Juan,Sanders,4.0,6.0,Male,2020-03-12T23:25:27,,,Complete Purchase,2020-04-01T00:14:53,2020-03-31T23:47:01,2020-03-31T23:44:03
2020-03-05T21:44:04,Vincent.Ross@aolx.com,Vincent,Ross,2.0,2.0,Male,2020-03-24T13:59:17,Changsha,Hunan,Landing Page Loaded,2020-03-29T22:43:24,2020-03-29T22:24:09,2020-03-29T22:30:30
2020-03-07T08:02:47,Peter.Stanley@gmailx.com,Peter,Stanley,1.0,2.0,Male,2020-03-29T13:25:53,,,Landing Page Loaded,2020-03-29T14:11:42,2020-04-01T00:10:19,
2020-03-05T05:40:07,Heather.Lynch@outlookx.com,Dody,Finlason,3.0,5.0,Female,2020-03-19T11:25:48,Icheon-si,Gyeonggi-do,Search Results,2020-03-29T11:51:58,2020-03-31T23:59:48,2020-03-29T11:15:03
2020-03-09T04:17:13,Katherine.Scott@hotmailx.com,Katherine,Scott,2.0,4.0,Male,2020-03-12T19:04:55,,,Share Item,2020-03-29T10:12:19,2020-03-31T22:44:46,2020-03-31T22:47:30
2020-03-07T15:11:29,Peggy.Owens@comcastx.com,Peggy,Owens,2.0,1.0,Male,2020-03-07T22:36:24,,Hunan,Search Results,2020-03-07T23:02:19,2020-03-31T23:03:03,2020-03-19T10:54:38
2020-03-05T05:40:07,Heather.Lynch@outlookx.com,Ame,Drohane,3.0,5.0,Female,2020-03-19T11:25:48,Icheon-si,Gyeonggi-do,Abandon Cart,2020-03-29T11:51:58,2020-03-31T23:59:48,2020-03-29T11:15:03
2020-03-09T10:33:50,Anthony.Alvarez@comcastx.com,Anthony,Alvarez,2.0,5.0,Female,2020-03-13T23:05:08,,,Account Created,2020-03-29T13:29:54,2020-03-29T12:39:28,2020-03-31T23:58:37
2020-03-09T21:22:30,Robert.Hanson@comcastx.com,Robert,Hanson,3.0,4.0,Male,2020-03-12T14:40:06,,,Review Payment,2020-03-19T16:47:51,2020-03-31T23:07:10,2020-03-19T16:27:09
2020-03-03T00:37:06,Gerald.Bell@yahoox.com,Kare,Jennaroy,3.0,3.0,Male,2020-03-24T21:51:10,,,Abandon Cart,2020-03-31T10:59:55,2020-03-30T00:02:48,2020-03-24T21:59:50
2020-03-11T14:40:50,Louis.Perez@yahoox.com,Louis,Perez,4.0,4.0,Male,2020-03-13T21:30:08,Kiel,Schleswig-Holstein,Abandon Cart,2020-04-01T00:19:55,2020-03-31T23:44:48,2020-03-31T23:49:29
2020-03-09T21:22:30,Robert.Hanson@comcastx.com,Robert,Hanson,4.0,5.0,Male,2020-03-12T14:40:06,,,Item Detail Page,2020-03-31T23:34:58,2020-03-31T23:16:53,2020-03-19T16:27:09
2020-03-11T10:13:28,Ashley.Bailey@yahoox.com,Ashley,Bailey,3.0,6.0,Female,2020-03-13T18:24:10,,,Complete Purchase,2020-03-31T23:32:11,2020-03-31T22:49:18,2020-03-31T22:49:44
2020-03-08T14:04:35,Wanda.Washington@outlookx.com,Wanda,Washington,5.0,4.0,Male,2020-03-07T13:01:41,Poznan,Greater Poland,Item Detail Page,2020-04-01T00:26:45,2020-04-01T00:09:24,2020-03-31T23:58:18
2020-03-07T04:03:30,Joel.Wheeler@comcastx.com,Joel,Wheeler,2.0,4.0,Female,2020-03-07T11:11:24,Mississauga,Ontario,Abandon Cart,2020-03-31T19:39:47,2020-03-31T19:03:48,2020-03-19T19:51:16
